,salary_min,salary_max,currency,vacancy,link,source
1005,52000.0,52000.0,руб.,"Cтарший кассир, г. Москва",https://hh.ru/vacancy/52255500?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1006,35000.0,50000.0,руб.,Кассир,https://hh.ru/vacancy/52294193?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1007,,42000.0,руб.,Кассир-сканировщик в гипермаркет,https://hh.ru/vacancy/52666073?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1008,35288.0,46970.0,руб.,Старший продавец-кассир (м Коммунарка),https://hh.ru/vacancy/52530408?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1009,36429.0,,руб.,Продавец-кассир (м Прокшино),https://hh.ru/vacancy/47492719?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1010,39000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/52622326?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1011,40000.0,,руб.,Продавец-кассир(м. Печатники),https://hh.ru/vacancy/49729284?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1012,63500.0,,руб.,Бухгалтер-кассир,https://hh.ru/vacancy/52231271?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1013,55000.0,60000.0,руб.,Подменный кассир,https://hh.ru/vacancy/41000800?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1014,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51404606?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1015,45000.0,65000.0,руб.,Администратор - кассир,https://hh.ru/vacancy/52218359?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1016,33000.0,39000.0,руб.,Продавец-кассир (м. Белокаменная),https://hh.ru/vacancy/52828940?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1017,40000.0,,руб.,Продавец-кассир (м. Бауманская),https://hh.ru/vacancy/47147682?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1018,39000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/52622286?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1019,2000.0,,руб.,Кассир,https://hh.ru/vacancy/52528515?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1020,39000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/52622108?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1021,30000.0,,руб.,Кассир-сканировщик,https://hh.ru/vacancy/52620674?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1022,35000.0,45000.0,руб.,Кассир (м. Октябрьское поле),https://hh.ru/vacancy/50869787?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1023,,80000.0,руб.,Администратор-кассир,https://hh.ru/vacancy/51965393?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1024,50000.0,55000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52225010?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1025,35000.0,45000.0,руб.,Кассир (м. Котельники),https://hh.ru/vacancy/52676047?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1026,43000.0,50000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/50360882?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1027,33000.0,39000.0,руб.,Продавец-кассир (м.Ломоносовский проспект),https://hh.ru/vacancy/46631084?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1028,35000.0,39500.0,руб.,Кассир (м. Петровско-Разумовская),https://hh.ru/vacancy/51804433?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1029,44000.0,,руб.,Кассир-консультант (м. Автозаводская),https://hh.ru/vacancy/50447983?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1030,45000.0,,руб.,Администратор-кассир (м.Фрунзенская),https://hh.ru/vacancy/48529123?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1031,35000.0,,руб.,Кассир,https://hh.ru/vacancy/52087900?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1032,30000.0,50000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51173806?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1033,35000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/51335648?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1034,45000.0,55000.0,руб.,Продавец-кассир (Можайское),https://hh.ru/vacancy/52558813?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1035,,45000.0,руб.,Продавец-кассир (ТЦ Каширская Плаза),https://hh.ru/vacancy/49727615?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1036,60000.0,93000.0,руб.,Кассир торгового зала,https://hh.ru/vacancy/49311455?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1037,38000.0,46000.0,руб.,Кассир,https://hh.ru/vacancy/52569595?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1038,42000.0,47000.0,руб.,Старший кассир-администратор,https://hh.ru/vacancy/49695933?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1039,39000.0,46000.0,руб.,"Продавец-кассир (Волочаевская, д 12А стр 1А)",https://hh.ru/vacancy/52479573?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1040,46000.0,,руб.,Продавец-кассир (м. Ленинский пр-кт),https://hh.ru/vacancy/52009756?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1041,40000.0,,руб.,Продавец-кассир (ТРК FORT Отрадное),https://hh.ru/vacancy/51267048?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1042,55000.0,,руб.,Продавец - кассир,https://hh.ru/vacancy/50236733?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1043,49000.0,58000.0,руб.,Администратор-кассир,https://hh.ru/vacancy/50336395?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1044,39500.0,46000.0,руб.,"Продавец-кассир (м. Первомайская, ул. 16 Парковая)",https://hh.ru/vacancy/52600453?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1045,40000.0,45000.0,руб.,Кассир (м. Студенческая),https://hh.ru/vacancy/50873672?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1046,39000.0,46000.0,руб.,Продавец-кассир (Генерала Кузнецова ул.),https://hh.ru/vacancy/49470074?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1047,40700.0,,руб.,Продавец-кассир ( м. Отрадное),https://hh.ru/vacancy/52060581?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1048,40000.0,61000.0,руб.,"Старший кассир (Москва, Тишинская, 1)",https://hh.ru/vacancy/52393296?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1049,33000.0,42000.0,руб.,Продавец-кассир( поселение Сосенское),https://hh.ru/vacancy/48595102?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1050,42000.0,47000.0,руб.,Старший кассир-администратор,https://hh.ru/vacancy/49701068?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1051,33440.0,57200.0,руб.,Кассир,https://hh.ru/vacancy/52364554?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1052,40000.0,60000.0,руб.,Продавец-кассир (м. Водный стадион),https://hh.ru/vacancy/52543022?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1053,48500.0,,руб.,Продавец-кассир в супермаркет (м.Выставочная),https://hh.ru/vacancy/52324997?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1054,38000.0,41000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/49657390?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1055,50000.0,60000.0,руб.,Кассир,https://hh.ru/vacancy/50886422?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1056,45000.0,55000.0,руб.,Кассир-операционист (ул. Рябиновая),https://hh.ru/vacancy/52214464?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1057,35000.0,50000.0,руб.,Кассир (м. Народное Ополчение),https://hh.ru/vacancy/52350692?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1058,35000.0,45000.0,руб.,Кассир (м. Хорошёвская),https://hh.ru/vacancy/50874606?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1059,51000.0,,руб.,Продавец-кассир (Молодежная),https://hh.ru/vacancy/52300045?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1060,45000.0,,руб.,Кассир (ТЦ Л-153),https://hh.ru/vacancy/49844030?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1061,35000.0,,руб.,Кассир (Динамо),https://hh.ru/vacancy/50933706?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1062,40000.0,40000.0,руб.,Кассир-операционист,https://hh.ru/vacancy/52155255?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1063,,60000.0,руб.,Продавец-кассир в спортивный магазин (м. ул. Академика Янгеля),https://hh.ru/vacancy/52242522?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1064,39000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/52622697?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1065,39000.0,,руб.,Продавец-кассир,https://hh.ru/vacancy/50154943?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1066,57590.0,75000.0,руб.,Мобильный кассир (ВАО),https://hh.ru/vacancy/50883245?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1067,39569.0,46277.0,руб.,Продавец-кассир (м. Бабушкинская),https://hh.ru/vacancy/47892838?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1068,39000.0,46000.0,руб.,Кассир в супермаркет,https://hh.ru/vacancy/52615886?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1069,46000.0,,руб.,Продавец-кассир (м. Автозаводская),https://hh.ru/vacancy/52427423?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1070,50000.0,53000.0,руб.,Кассир,https://hh.ru/vacancy/50877416?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1071,48000.0,,руб.,Продавец-кассир (м. Сокольники),https://hh.ru/vacancy/52498358?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1072,35000.0,,руб.,Продавец-кассир (м. Стрешнево ),https://hh.ru/vacancy/52468062?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1073,45000.0,,руб.,Продавец-кассир кафе,https://hh.ru/vacancy/47348098?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1074,,45000.0,руб.,Кассир,https://hh.ru/vacancy/52663900?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1075,35000.0,55000.0,руб.,Ночной кассир,https://hh.ru/vacancy/50445977?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1076,40000.0,60000.0,руб.,Менеджер-кассир,https://hh.ru/vacancy/52191729?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1077,42000.0,47000.0,руб.,Старший кассир-администратор,https://hh.ru/vacancy/49695935?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1078,46000.0,63100.0,руб.,Кассир (Ашан Лефортово),https://hh.ru/vacancy/52340298?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1079,48000.0,,руб.,Продавец-кассир (м.Перово),https://hh.ru/vacancy/52496852?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1080,33000.0,39000.0,руб.,Продавец-кассир (м.Крылатское),https://hh.ru/vacancy/49676436?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1081,33481.0,39157.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52191310?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1082,38000.0,,руб.,Кассир (ТРЦ Мари),https://hh.ru/vacancy/52148640?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1083,40000.0,45000.0,руб.,Администратор-кассир,https://hh.ru/vacancy/52398208?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1084,40700.0,,руб.,Продавец-кассир (Москва),https://hh.ru/vacancy/45288145?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1085,60000.0,,руб.,Продавец-кассир (м. Сокольники),https://hh.ru/vacancy/50059288?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1086,,,,"Кассир\Продавец-кассир (ТЦ ""Первомайский"")",https://hh.ru/vacancy/52320392?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1087,39500.0,46000.0,руб.,Продавец-кассир (Сухаревская),https://hh.ru/vacancy/52462313?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1088,,38300.0,руб.,Продавец-кассир (Раздолье),https://hh.ru/vacancy/51729730?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1089,35000.0,45000.0,руб.,Кассир (м. Добрынинская),https://hh.ru/vacancy/50868602?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1090,48500.0,,руб.,Продавец-кассир (м.Щукинская),https://hh.ru/vacancy/52324960?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1091,30388.0,35529.0,руб.,Продавец-кассир (г. Подольск),https://hh.ru/vacancy/52485155?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1092,40000.0,55000.0,руб.,Администратор-кассир,https://hh.ru/vacancy/47131384?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1093,45000.0,70000.0,руб.,Продавец-консультант / кассир,https://hh.ru/vacancy/52344734?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1094,38000.0,41000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/49695932?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1095,46000.0,,руб.,Продавец-кассир (м. Прокшино),https://hh.ru/vacancy/52484041?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1096,37000.0,44000.0,руб.,Продавец-кассир (ТЦ Ритейл Парк),https://hh.ru/vacancy/50938763?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1097,35000.0,45000.0,руб.,Кассир (м. Серпуховская),https://hh.ru/vacancy/50872350?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1098,40000.0,60000.0,руб.,Мобильный кассир,https://hh.ru/vacancy/52167902?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1099,50000.0,,руб.,Продавец-кассир в премиальную торговую сеть,https://hh.ru/vacancy/52213428?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1100,50000.0,,руб.,Продавец-кассир в премиальную торговую сеть,https://hh.ru/vacancy/52213428?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1101,35000.0,45000.0,руб.,Кассир (м. Ясенево),https://hh.ru/vacancy/50875151?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1102,55000.0,85000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52192824?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1103,38000.0,42000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52460001?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1104,40000.0,55000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52252160?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1105,50000.0,65000.0,руб.,Кассир,https://hh.ru/vacancy/50915928?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1106,55000.0,,руб.,"Кассир (ТЦ «Капитолий» Севастопольский, м.Крымская)",https://hh.ru/vacancy/52386935?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1107,45000.0,,руб.,Кассир-контролер (м. Алексеевская),https://hh.ru/vacancy/52245765?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1108,35000.0,45000.0,руб.,Кассир (м. Говорово),https://hh.ru/vacancy/50868113?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1109,35000.0,45000.0,руб.,Кассир (м. Тропарёво),https://hh.ru/vacancy/50873788?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1110,40000.0,45000.0,руб.,Кассир (м. пр. Вернадского),https://hh.ru/vacancy/50870516?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1111,35000.0,45000.0,руб.,Кассир (м. Павелецкая),https://hh.ru/vacancy/50339694?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1112,52000.0,,руб.,"Кассир (ТЦ ""Европолис"")",https://hh.ru/vacancy/52248600?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1113,40000.0,50000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52219802?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1114,40000.0,,руб.,Продавец кассир в магазин канцелярии и подарков,https://hh.ru/vacancy/52218181?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1115,35000.0,45000.0,руб.,Кассир (м. Октябрьская),https://hh.ru/vacancy/50869722?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1116,37000.0,44000.0,руб.,Продавец-кассир (Таллинская),https://hh.ru/vacancy/52491877?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1117,40000.0,,руб.,Продавец-кассир (м. Академическая),https://hh.ru/vacancy/38546399?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1118,39000.0,46000.0,руб.,Продавец-кассир (Римская),https://hh.ru/vacancy/51979612?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1119,35000.0,,руб.,"Кассир (ТЦ ""XL"", м. Селигерская)",https://hh.ru/vacancy/46210374?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1120,35000.0,45000.0,руб.,Кассир (м. Тульская),https://hh.ru/vacancy/50874225?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1121,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/50984131?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1122,52000.0,65000.0,руб.,Кассир в пиццерию,https://hh.ru/vacancy/51195122?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1123,48000.0,,руб.,Продавец-кассир (м. пр-т Вернадского),https://hh.ru/vacancy/52539900?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1124,45000.0,50000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52198272?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1125,50000.0,50000.0,руб.,Бухгалтер-кассир,https://hh.ru/vacancy/52169794?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1126,39000.0,46000.0,руб.,Продавец-кассир (Кожуховская),https://hh.ru/vacancy/52059729?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1127,38000.0,41000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/49715124?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1128,50000.0,60000.0,руб.,Кассир,https://hh.ru/vacancy/52288401?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1129,35000.0,45000.0,руб.,Кассир (м. Севастопольская),https://hh.ru/vacancy/50871172?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1130,47000.0,70000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/47372336?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1131,39000.0,,руб.,Продавец-кассир (м. Отрадное),https://hh.ru/vacancy/49516544?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1132,35000.0,45000.0,руб.,Кассир (м. Ленинский проспект),https://hh.ru/vacancy/50869106?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1133,42000.0,47000.0,руб.,Старший кассир-администратор,https://hh.ru/vacancy/49699993?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1134,23000.0,,руб.,"Кассир, продавец-кассир (м. Технопарк, ТЦ Мегаполис)",https://hh.ru/vacancy/51098602?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1135,40000.0,60000.0,руб.,Кассир,https://hh.ru/vacancy/52240933?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1136,32200.0,42000.0,руб.,Кассир (АШАН ТЦ Вегас),https://hh.ru/vacancy/52767710?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1137,37000.0,49000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52037548?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1138,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/50603646?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1139,55000.0,,руб.,Кассир,https://hh.ru/vacancy/52181109?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1140,45000.0,,руб.,Старший продавец-кассир (м.Строгино ТЦ Бенефис ),https://hh.ru/vacancy/52261358?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1141,55000.0,,руб.,Продавец-кассир (м.Алексеевская),https://hh.ru/vacancy/51313636?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1142,45000.0,,руб.,Старший продавец-кассир (м. Пионерская ТЦ Давыдково),https://hh.ru/vacancy/50335810?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1143,55000.0,85000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52225394?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1144,40124.0,,руб.,Кассир-специалист,https://hh.ru/vacancy/50163388?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1145,95000.0,,руб.,Бухгалтер-кассир,https://hh.ru/vacancy/51277754?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1146,55000.0,,руб.,Старший продавец-кассир (м. Перово),https://hh.ru/vacancy/52222925?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1147,46000.0,,руб.,Продавец-кассир (м. Жулебино),https://hh.ru/vacancy/52426930?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1148,45000.0,,руб.,Кассир в Black Star Burger,https://hh.ru/vacancy/47977712?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1149,,48000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52195694?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1150,,48000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52195694?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1151,40436.0,,руб.,Кассир,https://hh.ru/vacancy/51042377?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1152,37000.0,41000.0,руб.,Продавец-кассир (м. Лухмановская),https://hh.ru/vacancy/52361683?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1153,65000.0,,руб.,Продавец-кассир в ТЦ Л-153,https://hh.ru/vacancy/51081920?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1154,40000.0,,руб.,Продавец-кассир (м. Тульская ТРЦ Ереван Плаза),https://hh.ru/vacancy/43414660?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1155,45000.0,55000.0,руб.,Продавец-кассир (м. Багратионовская),https://hh.ru/vacancy/52558699?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1156,35000.0,45000.0,руб.,Кассир (м. Багратионовская),https://hh.ru/vacancy/50867727?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1157,44000.0,,руб.,Кассир-консультант (Алтуфьево),https://hh.ru/vacancy/52195752?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
1158,41500.0,49500.0,руб.,Продавец-кассир в ресторан,https://hh.ru/vacancy/50162260?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
