,salary_min,salary_max,currency,vacancy,link,source
529,33000.0,36000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/46417405?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
530,35000.0,42000.0,руб.,Кассир (м. Профсоюзная),https://hh.ru/vacancy/49609227?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
531,35000.0,42000.0,руб.,Кассир (м. Пражская),https://hh.ru/vacancy/50420030?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
532,,45000.0,руб.,Кассир,https://hh.ru/vacancy/52664224?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
533,39000.0,46000.0,руб.,Кассир,https://hh.ru/vacancy/52805408?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
534,40000.0,,руб.,Продавец-кассир (м. Сходненская),https://hh.ru/vacancy/52913934?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
535,22000.0,25000.0,руб.,Вечерний кассир,https://hh.ru/vacancy/47368095?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
536,,,,"Кассир/Работник кассы (м. Войковская, ТЦ Петровский)",https://hh.ru/vacancy/53003991?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
537,39000.0,46000.0,руб.,Кассир,https://hh.ru/vacancy/52805334?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
538,50000.0,60000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52557859?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
539,39000.0,46000.0,руб.,"Продавец-кассир (Ташкентская, д 31)",https://hh.ru/vacancy/52471321?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
540,,80850.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52618225?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
541,35000.0,42000.0,руб.,Кассир (м. Лужники ),https://hh.ru/vacancy/48935855?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
542,42000.0,,руб.,Кассир,https://hh.ru/vacancy/46193151?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
543,40000.0,,руб.,Продавец-кассир,https://hh.ru/vacancy/50736250?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
544,40000.0,52000.0,руб.,Кассир-сканировщик,https://hh.ru/vacancy/52686996?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
545,35000.0,,руб.,Продавец-кассир (ТЦ Авеню),https://hh.ru/vacancy/51778049?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
546,35000.0,45000.0,руб.,Кассир (м. Добрынинская),https://hh.ru/vacancy/51632067?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
547,,60000.0,руб.,Оператор-кассир АЗС(Москва и Московская область),https://hh.ru/vacancy/52397172?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
548,42000.0,55000.0,руб.,Кассир,https://hh.ru/vacancy/52533165?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
549,33000.0,36000.0,руб.,Продавец-кассир (м. Шипиловская),https://hh.ru/vacancy/50094176?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
550,39000.0,46000.0,руб.,Продавец-кассир (Пролетарская),https://hh.ru/vacancy/50649331?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
551,43000.0,,руб.,Кассир в ГУМ,https://hh.ru/vacancy/52597246?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
552,,60000.0,руб.,Бухгалтер-кассир,https://hh.ru/vacancy/52557255?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
553,,40000.0,руб.,Продавец-кассир (ТЦ ДА),https://hh.ru/vacancy/52260852?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
554,50000.0,,руб.,Администратор-кассир,https://hh.ru/vacancy/52104019?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
555,35000.0,42000.0,руб.,Кассир (Митинская),https://hh.ru/vacancy/49588493?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
556,38000.0,,руб.,Кассир выходного дня,https://hh.ru/vacancy/52681981?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
557,55000.0,85000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52534756?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
558,44000.0,57600.0,руб.,Кассир,https://hh.ru/vacancy/52533499?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
559,35000.0,42000.0,руб.,Кассир (м. Преображенская пл.),https://hh.ru/vacancy/52212170?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
560,40700.0,,руб.,Продавец-кассир (г. Московский),https://hh.ru/vacancy/47661216?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
561,50000.0,,руб.,Продавец-кассир,https://hh.ru/vacancy/49549662?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
562,35000.0,42000.0,руб.,Кассир (п. Московский),https://hh.ru/vacancy/48435282?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
563,35000.0,42000.0,руб.,Кассир (м. Измайловская),https://hh.ru/vacancy/50400308?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
564,35000.0,42000.0,руб.,Кассир (ул. Воронежская),https://hh.ru/vacancy/47644159?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
565,50000.0,50000.0,руб.,Администратор-кассир,https://hh.ru/vacancy/52689548?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
566,39000.0,46000.0,руб.,Кассир,https://hh.ru/vacancy/52805776?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
567,35000.0,45000.0,руб.,Кассир (м. Площадь Ильича),https://hh.ru/vacancy/40830511?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
568,35000.0,42000.0,руб.,Кассир (м. Университет),https://hh.ru/vacancy/50083829?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
569,45000.0,60000.0,руб.,Кассир,https://hh.ru/vacancy/51368520?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
570,40000.0,52000.0,руб.,Кассир в кафе OMG!Coffee,https://hh.ru/vacancy/52569511?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
571,40700.0,,руб.,Продавец-кассир (метро ВДНХ),https://hh.ru/vacancy/52677044?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
572,40000.0,60000.0,руб.,Кассир,https://hh.ru/vacancy/52686783?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
573,45000.0,,руб.,Кассир в ресторан,https://hh.ru/vacancy/52522719?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
574,41000.0,43000.0,руб.,"Продавец-кассир, г. Московский",https://hh.ru/vacancy/51657909?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
575,33000.0,36000.0,руб.,Продавец-кассир ( Алтуфьево ),https://hh.ru/vacancy/41142332?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
576,35000.0,42000.0,руб.,Кассир (м. Таганская),https://hh.ru/vacancy/52212178?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
577,,40800.0,руб.,Кассир Супермаркет АШАН,https://hh.ru/vacancy/52808306?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
578,39000.0,46000.0,руб.,Продавец-кассир (Фрунзенская),https://hh.ru/vacancy/51719516?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
579,55000.0,70000.0,руб.,Администратор-кассир,https://hh.ru/vacancy/51849327?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
580,40000.0,,руб.,Продавец-кассир (м.Багратионовская),https://hh.ru/vacancy/48721889?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
581,39000.0,46000.0,руб.,Кассир,https://hh.ru/vacancy/52806772?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
582,35000.0,42000.0,руб.,Кассир (м. Белорусская),https://hh.ru/vacancy/48585108?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
583,48000.0,,руб.,Продавец-кассир (м.Академическая),https://hh.ru/vacancy/52497536?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
584,33000.0,43000.0,руб.,Продавец-кассир (поселение Воскресенское),https://hh.ru/vacancy/48595533?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
585,23000.0,,руб.,Кассир - м. Авиамоторная (гибкий график),https://hh.ru/vacancy/51715369?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
586,38000.0,40000.0,руб.,Кассир,https://hh.ru/vacancy/52624445?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
587,44000.0,,руб.,Кассир-консультант,https://hh.ru/vacancy/51217702?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
588,,39362.0,руб.,Продавец-кассир (Проспект Вернадского),https://hh.ru/vacancy/49126677?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
589,40000.0,52000.0,руб.,Кассир-сканировщик,https://hh.ru/vacancy/52687261?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
590,35000.0,42000.0,руб.,Кассир (ул. Ключевая),https://hh.ru/vacancy/49253417?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
591,,45000.0,руб.,Продавец-кассир в супермаркет,https://hh.ru/vacancy/52665029?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
592,50000.0,,руб.,Продавец-кассир,https://hh.ru/vacancy/52019637?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
593,39000.0,46000.0,руб.,Продавец-кассир (м. Ясенево),https://hh.ru/vacancy/52988158?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
594,35000.0,42000.0,руб.,Кассир (Сокол),https://hh.ru/vacancy/50436203?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
595,50000.0,55000.0,руб.,Администратор-кассир (Кисловский),https://hh.ru/vacancy/52593421?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
596,,,,Главный кассир,https://hh.ru/vacancy/52481453?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
597,35000.0,42000.0,руб.,Кассир (метро Кунцевская),https://hh.ru/vacancy/47106112?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
598,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51949449?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
599,35000.0,42000.0,руб.,Кассир (м. Калужская),https://hh.ru/vacancy/50077357?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
600,40436.0,,руб.,Кассир,https://hh.ru/vacancy/52001545?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
601,,45000.0,руб.,Кассир,https://hh.ru/vacancy/52663808?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
602,44000.0,57600.0,руб.,Кассир,https://hh.ru/vacancy/52533666?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
603,35000.0,52000.0,руб.,Кассир,https://hh.ru/vacancy/52486341?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
604,35000.0,42000.0,руб.,Кассир (м. Багратионовская),https://hh.ru/vacancy/49873807?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
605,35000.0,45000.0,руб.,Кассир ресторана (м. Кунцевская),https://hh.ru/vacancy/52608284?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
606,35000.0,42000.0,руб.,Кассир (м. Беляево),https://hh.ru/vacancy/51852023?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
607,60000.0,93000.0,руб.,Кассир,https://hh.ru/vacancy/47859028?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
608,32500.0,43800.0,руб.,Кассир АШАН (ТЦ Каширская Плаза),https://hh.ru/vacancy/52881255?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
609,37000.0,41000.0,руб.,Продавец-кассир (Москва),https://hh.ru/vacancy/52845617?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
610,35000.0,42000.0,руб.,Кассир (Мичуринский пр-т),https://hh.ru/vacancy/49298000?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
611,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51949647?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
612,,60000.0,руб.,Кассир Без Опыта,https://hh.ru/vacancy/50791451?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
613,35000.0,42000.0,руб.,Кассир (м. Сокол),https://hh.ru/vacancy/47866468?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
614,40000.0,52000.0,руб.,Кассир,https://hh.ru/vacancy/52687169?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
615,40000.0,43000.0,руб.,Продавец-кассир (м. Тушинска),https://hh.ru/vacancy/52889973?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
616,35000.0,42000.0,руб.,Кассир (3-й Митинский пер.),https://hh.ru/vacancy/50650243?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
617,39000.0,46000.0,руб.,Продавец-кассир (Волжская),https://hh.ru/vacancy/49243157?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
618,63000.0,63000.0,руб.,Кассир-операционист / Бухгалтер-кассир,https://hh.ru/vacancy/52492533?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
619,42000.0,49000.0,руб.,Старший кассир (Москва),https://hh.ru/vacancy/50274379?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
620,35000.0,42000.0,руб.,Кассир (Марьино),https://hh.ru/vacancy/47644176?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
621,33000.0,36000.0,руб.,Продавец-кассир ( Марксистская ),https://hh.ru/vacancy/44569579?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
622,40700.0,43000.0,руб.,Кассир (м. Полянка),https://hh.ru/vacancy/51346645?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
623,,50000.0,руб.,Кассир,https://hh.ru/vacancy/52620565?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
624,39000.0,50000.0,руб.,Кассир (Тропарёво),https://hh.ru/vacancy/45559492?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
625,35000.0,42000.0,руб.,Кассир (м. Тушинская),https://hh.ru/vacancy/47136370?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
626,39569.0,46277.0,руб.,Продавец-кассир (м. Отрадное),https://hh.ru/vacancy/47892903?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
627,60000.0,70000.0,руб.,Бухгалтер-кассир,https://hh.ru/vacancy/51867997?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
628,35000.0,45000.0,руб.,Кассир (м. Авиамоторная),https://hh.ru/vacancy/42650550?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
629,,50000.0,руб.,Кассир,https://hh.ru/vacancy/52620619?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
630,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52469249?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
631,45000.0,,руб.,Старший кассир/Администратор торгового зала,https://hh.ru/vacancy/52569579?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
632,,40000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/46495580?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
633,36000.0,,руб.,Контролер-кассир (КАРО 8 Вернадский),https://hh.ru/vacancy/51323236?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
634,33000.0,36000.0,руб.,Продавец-кассир ( Сходненская),https://hh.ru/vacancy/40489337?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
635,38000.0,,руб.,Продавец-кассир,https://hh.ru/vacancy/52806628?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
636,35000.0,42000.0,руб.,Кассир (м. Бабушкинская),https://hh.ru/vacancy/52036150?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
637,45000.0,,руб.,Старший Продавец-кассир ( м. Перово ул.Перовская д.32с1),https://hh.ru/vacancy/48722115?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
638,35000.0,42000.0,руб.,Кассир (М. Академическая),https://hh.ru/vacancy/47802647?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
639,,50050.0,руб.,Кассир,https://hh.ru/vacancy/52591836?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
640,40000.0,43000.0,руб.,"Продавец-кассир, г. Москва",https://hh.ru/vacancy/51835762?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
641,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51949375?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
642,35000.0,45000.0,руб.,Кассир (м. Таганская),https://hh.ru/vacancy/52993375?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
643,39000.0,46000.0,руб.,Продавец-кассир (Марксистская),https://hh.ru/vacancy/52527787?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
644,35000.0,42000.0,руб.,Кассир (ул. Бауманская),https://hh.ru/vacancy/49924748?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
645,40000.0,,руб.,Кассир,https://hh.ru/vacancy/50576265?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
646,37500.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/48445137?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
647,35000.0,42000.0,руб.,Кассир (Рогожский вал ул.),https://hh.ru/vacancy/52339467?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
648,,,,Кассир,https://hh.ru/vacancy/52489269?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
649,39000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/52665067?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
650,42000.0,49000.0,руб.,Старший кассир (м. Беляево),https://hh.ru/vacancy/50057697?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
651,50000.0,57000.0,руб.,Контролер-кассир М 11,https://hh.ru/vacancy/52112254?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
652,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52474146?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
653,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52665260?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
654,75000.0,,руб.,Продавец-кассир (м. Войковская),https://hh.ru/vacancy/48596525?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
655,35000.0,42000.0,руб.,Кассир (м. Бунинская Аллея),https://hh.ru/vacancy/51323531?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
656,37000.0,50000.0,руб.,Продавец-кассир (Щукинская),https://hh.ru/vacancy/50511460?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
657,33481.0,39157.0,руб.,Продавец-кассир (м. Чистые пруды),https://hh.ru/vacancy/45521774?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
658,60000.0,,руб.,Продавец-кассир в фирменный магазин,https://hh.ru/vacancy/52459641?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
659,30000.0,,руб.,Кассир (м. Бибирево),https://hh.ru/vacancy/48379085?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
660,35000.0,42000.0,руб.,Кассир (м.Царицыно),https://hh.ru/vacancy/50472322?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
661,35000.0,42000.0,руб.,Кассир (м. Домодедовская),https://hh.ru/vacancy/48256346?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
662,50000.0,50000.0,руб.,Кассир-оператор,https://hh.ru/vacancy/52417854?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
663,,42000.0,руб.,Кассир в банк (метро Строгино),https://hh.ru/vacancy/52604729?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
664,33000.0,36000.0,руб.,Продавец-кассир ( Кузьминки ),https://hh.ru/vacancy/50513395?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
665,35000.0,45000.0,руб.,Кассир (м. Кузьминки),https://hh.ru/vacancy/49560838?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
666,39000.0,,руб.,Кассир Бургер Кинг,https://hh.ru/vacancy/52313787?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
667,35000.0,42000.0,руб.,Кассир (Шоссе Энтузиастов),https://hh.ru/vacancy/49495937?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
668,49000.0,,руб.,Кассир,https://hh.ru/vacancy/49933277?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
669,40000.0,52000.0,руб.,Кассир,https://hh.ru/vacancy/52688419?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
670,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51949516?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
671,41704.0,,руб.,Старший продавец- кассир (3й мкр),https://hh.ru/vacancy/52528643?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
672,57600.0,,руб.,Ночной администратор- кассир,https://hh.ru/vacancy/50615270?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
673,30000.0,,руб.,Продавец-кассир (м. Варшавская Чонгарский бульвар),https://hh.ru/vacancy/49987169?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
674,45000.0,,руб.,Администратор-кассир,https://hh.ru/vacancy/51081095?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
675,57500.0,71500.0,руб.,Администратор-кассир,https://hh.ru/vacancy/48255743?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
676,,45000.0,руб.,Продавец кассир в супермаркет (подработка),https://hh.ru/vacancy/52620642?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
677,35000.0,45000.0,руб.,Кассир (м. Люблино),https://hh.ru/vacancy/52807425?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
678,51000.0,,руб.,Старший кассир (м. Смоленская),https://hh.ru/vacancy/52528757?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
679,45000.0,,руб.,Кассир,https://hh.ru/vacancy/52675957?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
680,47100.0,,руб.,Старший продавец-кассир (Менжинского),https://hh.ru/vacancy/52544548?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
681,39000.0,46000.0,руб.,Продавец-кассир(м.Братиславская),https://hh.ru/vacancy/52825291?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
682,35000.0,50000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/52592402?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
683,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51949579?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
684,45000.0,,руб.,Кассир (подработка),https://hh.ru/vacancy/52665945?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
685,45000.0,45000.0,руб.,Кассир,https://hh.ru/vacancy/52430428?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
686,44000.0,,руб.,Кассир-консультант,https://hh.ru/vacancy/50380934?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
687,40000.0,43000.0,руб.,Продавец-кассир,https://hh.ru/vacancy/51637848?query=%D0%BA%D0%B0%D1%81%D1%81%D0%B8%D1%80,https://hh.ru
